,abw,afg,ago,aia,ala,alb,and,are,arg,arm,asm,ata,atf,atg,aus,aut,aze,bdi,bel,ben,bes,bfa,bgd,bgr,bhr,bhs,bih,blm,blr,blz,bmu,bol,bra,brb,brn,btn,bwa,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,col,cpv,cri,cub,cuw,cym,cyp,cze,deu,dji,dma,dnk,dom,dza,ecu,egy,eri,esh,esp,est,eth,fin,fji,fra,fro,fsm,gab,gbr,geo,ggy,gha,gib,gin,glp,gmb,gnb,grc,grd,grl,gtm,guf,gum,guy,hkg,hnd,hrv,hti,hun,idn,imn,ind,irl,irn,irq,isl,isr,ita,jam,jey,jor,jpn,kaz,ken,kgz,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lie,lka,lso,ltu,lux,lva,mac,maf,mar,mco,mda,mdg,mdv,mex,mhl,mkd,mli,mlt,mmr,mne,mng,mnp,moz,mrt,msr,mus,mwi,mys,myt,nam,ncl,ner,nga,nic,nld,nor,npl,nru,nzl,omn,pak,pan,per,phl,plw,png,pol,pri,prk,prt,pry,pse,pyf,qat,rou,rus,rwa,sau,sdn,sen,sgp,sgs,shn,slb,sle,slv,som,srb,ssd,stp,sur,svk,svn,swe,swz,syc,syr,tca,tcd,tgo,tha,tjk,tkl,tkm,tls,ton,tto,tun,tur,tuv,twn,tza,uga,ukr,umi,ury,usa,uzb,vat,vct,ven,vgb,vir,vnm,vut,wsm,xkx,yem,zaf,zmb,zwe
good.is,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.583333,0.000000,0.500000,0.000000,2.500000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.333333,0.000000,0.000000,0.000000,6.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.333333,2.000000,0.000000,0.000000,1.333333,1.500000,0.000000,0.000000,0.000000,2.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,142.583333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
guardianlv.com,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,1.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.833333,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.583333,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.333333,0.000000,0.000000,0.000000,1.000000,3.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,119.583333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.000000,0.000000
hindustantimes.com,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.290909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.290909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,7.090909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.590909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.000000,0.000000,0.290909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.000000,0.000000,0.000000,1.590909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
hollywoodreporter.com,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.833333,0.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.666667,0.000000,4.000000,1.000000,34.533333,0.000000,0.000000,2.500000,0.000000,0.583333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.333333,7.726190,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,3.142857,0.333333,0.000000,0.000000,0.000000,23.509524,0.000000,0.000000,0.000000,60.476190,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.250000,1.000000,0.000000,1.500000,0.000000,0.000000,0.000000,2.000000,3.000000,2.500000,3.000000,1.000000,2.500000,12.892857,0.000000,0.000000,3.000000,9.833333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,5.642857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.750000,3.700000,8.000000,0.000000,0.000000,2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.200000,1.000000,12.059524,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,4.500000,0.000000,0.000000,0.000000,1.500000,1.833333,7.700000,0.000000,0.000000,1.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,2.000000,0.000000,1.250000,0.000000,1.000000,1.333333,0.000000,0.000000,648.666667,0.000000,1.000000,0.000000,0.250000,0.000000,0.000000,0.750000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
huffingtonpost.com,0.500000,16.250000,2.833333,0.500000,0.000000,0.500000,1.000000,6.283333,7.642857,2.500000,0.000000,1.000000,0.000000,0.000000,57.066667,14.000000,1.000000,0.000000,8.166667,0.000000,0.000000,1.000000,15.500000,5.833333,3.000000,2.200000,1.450000,0.000000,1.000000,3.500000,0.333333,1.000000,36.160256,1.000000,0.333333,2.000000,1.000000,0.000000,86.700000,0.000000,6.666667,1.250000,69.250000,0.000000,2.142857,4.333333,0.000000,7.910256,0.000000,6.333333,6.416667,0.000000,0.000000,0.000000,2.000000,42.610256,0.000000,1.000000,9.750000,2.500000,0.000000,2.576923,9.950000,0.200000,0.000000,28.250000,3.700000,2.200000,2.866667,1.000000,131.150000,1.000000,0.000000,0.000000,229.133333,11.500000,0.000000,4.700000,0.000000,1.000000,0.000000,1.000000,1.000000,22.943590,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.142857,3.250000,0.000000,1.000000,0.333333,11.750000,0.000000,39.450000,12.700000,20.333333,35.700000,6.533333,23.910256,47.700000,1.500000,0.000000,8.833333,29.366667,0.000000,8.500000,0.000000,3.950000,0.000000,0.000000,10.333333,1.250000,0.583333,2.833333,1.333333,16.833333,1.000000,0.000000,6.833333,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000,6.333333,0.000000,2.000000,1.000000,0.000000,23.360256,1.000000,1.000000,0.000000,1.500000,2.833333,1.500000,0.333333,2.000000,1.333333,0.000000,0.000000,0.000000,3.000000,3.642857,0.000000,2.000000,0.000000,0.000000,7.200000,1.000000,10.000000,11.700000,3.083333,0.000000,26.083333,0.000000,11.583333,1.200000,22.910256,14.092857,0.000000,0.000000,12.410256,4.500000,5.250000,6.076923,2.500000,1.000000,0.000000,1.000000,1.000000,43.583333,3.950000,12.750000,2.000000,0.000000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.333333,4.000000,0.000000,0.000000,0.000000,4.000000,15.283333,2.000000,0.583333,25.866667,0.000000,0.000000,0.000000,11.642857,0.000000,0.000000,0.500000,0.000000,0.000000,2.000000,1.576923,78.866667,0.000000,6.000000,4.500000,3.250000,6.000000,0.000000,0.000000,4188.010256,0.000000,1.000000,0.000000,3.326923,0.500000,0.000000,7.976190,0.000000,1.000000,0.000000,3.333333,17.200000,0.000000,4.000000
indianexpress.com,0.000000,55.700000,1.500000,0.000000,0.000000,1.500000,0.500000,9.500000,19.250000,5.000000,0.000000,0.000000,0.000000,0.000000,135.098485,8.500000,3.500000,2.000000,18.750000,4.750000,0.000000,0.000000,208.166667,8.000000,1.250000,14.416667,2.000000,0.000000,0.500000,0.000000,0.000000,3.000000,96.188095,0.000000,0.000000,0.250000,0.000000,0.071429,55.350000,0.000000,22.071429,4.500000,248.083333,2.500000,2.833333,8.333333,0.000000,4.416667,0.000000,0.500000,6.333333,0.500000,0.000000,0.000000,4.500000,91.853247,0.000000,0.000000,5.071429,1.000000,4.000000,0.250000,11.166667,0.750000,0.000000,59.850000,0.333333,3.083333,3.321429,1.000000,188.950000,0.000000,0.000000,1.000000,464.003247,4.833333,0.000000,2.000000,3.500000,1.000000,0.000000,1.000000,0.000000,10.750000,0.000000,0.000000,2.000000,0.000000,0.000000,1.000000,8.833333,1.000000,6.533333,1.000000,18.000000,30.181818,0.000000,5612.919913,6.083333,27.666667,45.416667,9.333333,25.333333,44.283333,14.333333,1.000000,0.000000,49.915152,5.000000,22.500000,0.500000,3.000000,0.000000,0.750000,14.750000,4.000000,2.000000,2.500000,1.071429,8.333333,0.000000,0.000000,35.333333,0.000000,0.000000,0.200000,1.000000,0.000000,0.000000,3.666667,0.500000,0.000000,0.000000,0.000000,31.750000,0.000000,0.000000,6.333333,0.500000,10.000000,0.000000,3.500000,0.000000,6.000000,0.333333,0.000000,2.000000,0.000000,22.333333,0.000000,0.500000,0.000000,4.250000,33.200000,0.000000,6.083333,4.071429,64.250000,0.000000,27.048485,0.000000,472.333333,4.750000,16.000000,10.515152,0.000000,0.000000,20.166667,2.500000,12.000000,61.200000,0.000000,5.000000,0.000000,2.500000,7.000000,113.771429,0.000000,16.333333,2.000000,0.333333,10.681818,0.000000,0.000000,0.000000,0.000000,1.000000,3.000000,6.583333,27.500000,4.000000,0.000000,4.833333,2.250000,6.471429,0.000000,0.000000,55.783333,0.000000,0.500000,0.000000,12.333333,0.000000,0.000000,1.000000,0.000000,1.333333,1.000000,3.500000,133.333333,0.000000,11.015152,9.333333,3.000000,9.500000,0.000000,2.500000,1251.386580,1.500000,0.250000,0.000000,7.571429,0.333333,0.000000,11.250000,0.000000,0.000000,1.500000,9.833333,34.400000,0.000000,5.000000
ksl.com,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.666667,0.000000,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.500000,0.000000,0.000000,0.000000,2.500000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,1.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1.000000,0.000000,0.000000,10.833333,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,1.000000,0.333333,0.500000,0.000000,1.000000,1.500000,0.000000,0.000000,0.000000,2.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,1.833333,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.333333,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,745.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,0.000000
latimes.com,0.000000,6.500000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,20.333333,2.666667,1.000000,0.000000,0.333333,1.000000,0.000000,0.000000,4.500000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,30.583333,0.000000,0.000000,0.000000,0.000000,0.000000,27.000000,0.000000,7.500000,7.500000,52.083333,0.000000,1.000000,0.000000,0.000000,1.500000,0.000000,0.000000,6.333333,0.000000,0.000000,0.000000,0.500000,20.666667,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,7.000000,0.000000,0.000000,0.250000,0.500000,48.166667,0.000000,0.000000,0.000000,83.083333,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,4.000000,1.500000,0.000000,2.000000,0.333333,0.000000,0.000000,5.500000,3.500000,7.200000,16.950000,3.333333,11.666667,18.833333,1.000000,0.000000,4.000000,23.166667,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000,5.500000,0.000000,0.000000,0.000000,0.000000,12.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.750000,23.083333,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,1.833333,0.333333,0.000000,0.000000,8.500000,0.000000,2.000000,0.000000,2.000000,11.000000,1.000000,0.000000,1.333333,0.000000,2.500000,3.333333,1.000000,2.833333,0.000000,0.000000,0.000000,42.366667,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,3.000000,0.000000,0.000000,0.000000,0.000000,2.833333,0.000000,1.000000,5.750000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,56.500000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,2.000000,3588.366667,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.500000,0.000000,1.000000
mediabistro.com,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
msn.foxsports.com,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.500000,0.500000,0.000000,0.000000,0.000000,0.000000,15.833333,4.250000,1.250000,0.000000,4.666667,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,24.642857,0.000000,0.000000,0.000000,0.000000,0.000000,55.083333,0.000000,4.976190,4.500000,13.833333,0.000000,0.500000,0.000000,0.000000,1.333333,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,1.000000,27.666667,0.000000,0.000000,0.142857,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,11.916667,0.000000,0.000000,2.333333,0.000000,26.726190,0.000000,0.000000,0.500000,81.726190,3.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.833333,0.000000,1.642857,0.000000,4.500000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,3.000000,0.500000,14.500000,1.500000,0.000000,10.000000,11.250000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,2.500000,0.000000,2.500000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.642857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.000000,0.000000,0.000000,4.833333,0.000000,0.000000,0.500000,2.000000,1.500000,0.000000,0.000000,1.500000,3.000000,0.000000,26.000000,0.000000,0.000000,0.000000,0.142857,1.142857,18.309524,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.250000,0.000000,0.000000,2.285714,0.000000,2.416667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,5.500000,2222.452381,0.000000,0.000000,0.000000,1.333333,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333
nationalgeographic.com,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.500000,0.000000,0.000000,4.333333,0.000000,1.000000,0.000000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,2.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000,1.000000,1.500000,1.000000,0.500000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.500000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.500000,0.000000,0.500000,0.000000,1.000000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,66.416667,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000
